index	original	translation	scores	mean	z_scores	z_mean
50	His unexpected rise to the presidency posed a threat to the presidential ambitions of Henry Clay and other politicians, and left Tyler estranged from both major political parties.	அவரது எதிர்பாராத பதவி உயர்வு, ஹென்றி கிளே மற்றும் பிற அரசியல்வாதிகளின் ஜனாதிபதி விருப்பங்களுக்கு அச்சுறுத்தலாக அமைந்ததுடன், டைலர் இரு முக்கிய அரசியல் கட்சிகளிடமிருந்தும் விலகினார்.	[91,95,96]	94.0	[0.34316824713499633, 0.6184291206010091, 0.6341013352513015]	0.5318995676624357
51	"Dhruva (Sanskrit: ध्रुव, IAST: Dhruva, ""unshakeable, immovable, or fixed"") was a notable ascetic devotee of Vishnu mentioned in the Vishnu Purana and the Bhagavata Purana."	துருவன் (Dhruva) என்பவர் விஷ்ணு புராணத்திலும், பாகவத புராணத்திலும் குறிப்பிடப்பட்டுள்ள விஷ்ணுவின் குறிப்பிடத்தக்க துறவி பக்தர் ஆவார்.	[40,95,38]	57.66666666666666	[-2.638651940451863, 0.6184291206010091, -3.0564980613974715]	-1.6922402937494418
52	Its heavy industry includes iron and steel production, located near its capital city of Xining.	அதன் கனரக தொழில்துறை அதன் தலைநகரான சைனிங்கிற்கு அருகே அமைந்துள்ள இரும்பு மற்றும் எஃகு உற்பத்தியை உள்ளடக்கியது.	[98,95,95]	96.0	[0.7524376846469182, 0.6184291206010091, 0.5704703111711503]	0.6471123721396926
53	Special libraries also exist within academic institutions.	கல்வி நிறுவனங்களில் சிறப்பு நூலகங்களும் உள்ளன.	[98,90,96]	94.66666666666669	[0.7524376846469182, 0.34485708797922815, 0.6341013352513015]	0.5771320359591493
54	Ramayana in Songs) is considered his most notable work.	பாடல்களில் ராமாயணம்) அவரது மிகவும் குறிப்பிடத்தக்க படைப்பாகக் கருதப்படுகிறது.	[98,95,94]	95.66666666666669	[0.7524376846469182, 0.6184291206010091, 0.506839287090999]	0.6259020307796421
55	"The frizzen, historically called the ""hammer"" or the steel, is an ""L""-shaped piece of steel hinged at the front used in flintlock firearms."	"""வரலாற்று ரீதியாக"" ""சுத்தியல்"" ""அல்லது எஃகு என்று அழைக்கப்படும் ஃப்ரிஸன் என்பது"" ""L"" ""வடிவ எஃகு துண்டாகும்."""	[35,75,39]	49.66666666666666	[-2.9309872529603784, -0.4758590098861145, -2.9928670373173203]	-2.133237766721271
56	The district is bordered by Vellore district to the northeast, Krishnagiri district to the southwest, Tiruvannamalai district to the southeast, and the Chittoor district district of Andhra Pradesh to the northwest.	இந்த மாவட்டத்தின் வடகிழக்கில் வேலூர் மாவட்டமும், தென்மேற்கில் கிருஷ்ணகிரி மாவட்டமும், தென்கிழக்கில் திருவண்ணாமலை மாவட்டமும், வடமேற்கில் ஆந்திரப் பிரதேசத்தின் சித்தூர் மாவட்டமும் எல்லைகளாக உள்ளன.	[98,95,95]	96.0	[0.7524376846469182, 0.6184291206010091, 0.5704703111711503]	0.6471123721396926
57	The National Football League (NFL) is a professional American football league consisting of 32 teams, divided equally between the National Football Conference (NFC) and the American Football Conference (AFC).	தேசிய கால்பந்துக் கழகம் (National Football League-NFL) என்பது 32 அணிகளைக் கொண்ட ஒரு தொழில்முறை அமெரிக்கக் கால்பந்துக் கழகம் ஆகும்.	[32,50,42]	41.333333333333336	[-3.1063884404654876, -1.8437191729950189, -2.8019739650768662]	-2.584027192845791
58	There is only about 1 km (0.6 mi) of land border, made up of portages including Height of Land Portage on the Minnesota border.	சுமார் 1 கிமீ (0.6 மைல்) நில எல்லை மட்டுமே உள்ளது, இது மினசோட்டா எல்லையில் உள்ள நில போர்ட்டேஜின் உயரம் உட்பட துறைமுகங்களால் ஆனது.	[50,30,42]	40.66666666666666	[-2.0539813154348314, -2.9380073034821423, -2.8019739650768662]	-2.597987527997947
59	The producers sought to have Warner Bros. finance the picture as they did for Terminator 3.	டெர்மினேட்டர் 3 படத்தைப் போலவே வார்னர் பிரதர்ஸ் படத்திற்கும் நிதியுதவி செய்ய தயாரிப்பாளர்கள் விரும்பினர்.	[94,95,92]	93.66666666666669	[0.5185694346401057, 0.6184291206010091, 0.3795772389306965]	0.5055252647239371
60	On the strength of his name, Miramax garnered $11 million for the film's worldwide rights, virtually ensuring its profitability.	அவரது பெயரின் பலத்தால், மிராமேக்ஸ் திரைப்படத்தின் உலகளாவிய உரிமைகளுக்காக 11 மில்லியன் டாலர்களை வசூலித்தது, இதன் மூலம் அதன் லாபத்தை உறுதி செய்தது.	[92,92,90]	91.33333333333331	[0.40163530963669947, 0.45428590102794053, 0.252315190770394]	0.369412133811678
61	He was also associated with conservation of monuments such as Taj Mahal and forts.	தாஜ்மஹால் மற்றும் கோட்டைகள் போன்ற நினைவுச்சின்னங்களின் பாதுகாப்பிலும் அவர் ஈடுபட்டிருந்தார்.	[98,98,99]	98.33333333333331	[0.7524376846469182, 0.7825723401740775, 0.8249944074917553]	0.7866681441042503
62	The study of myth began in ancient history.	தொன்மவியல் பற்றிய ஆய்வு பண்டைய வரலாற்றில் தொடங்கியது.	[98,95,94]	95.66666666666669	[0.7524376846469182, 0.6184291206010091, 0.506839287090999]	0.6259020307796421
63	Some of the more notable ancient writers include Herodotus, Thucydides, Arrian, Plutarch, Polybius, Sima Qian, Sallust, Livy, Josephus, Suetonius, and Tacitus.	ஹெரோடோட்டஸ், துசிடைடிஸ், ஆரியன், புளூடார்க், பாலிபியஸ், சிமா கியான், சல்லாஸ்ட், லிவி, ஜோசிஃபஸ், சுட்டோனியஸ், டாசிடஸ் ஆகியோர் குறிப்பிடத்தக்க பண்டைய எழுத்தாளர்களில் சிலராவர்.	[98,95,94]	95.66666666666669	[0.7524376846469182, 0.6184291206010091, 0.506839287090999]	0.6259020307796421
64	For example, water retained in a reservoir to allow boating in the late summer is not available to farmers during the spring planting season.	உதாரணமாக, கோடைக் காலத்தின் பிற்பகுதியில் படகுப் பயணத்தை அனுமதிப்பதற்காக நீர்த்தேக்கத்தில் வைத்திருக்கும் தண்ணீர் வசந்த கால நடவுப் பருவத்தில் விவசாயிகளுக்கு கிடைப்பதில்லை.	[86,95,93]	91.33333333333331	[0.05083293462648073, 0.6184291206010091, 0.44320826301084776]	0.3708234394127792
65	That is the case for programs at the University of California, Riverside, as well as the Volcani Centre and the Instituto de Investigaciones Agropecuarias in Chile.	கலிபோர்னியா பல்கலைக்கழகம், ரிவர்சைடு, எரிமலை மையம், சிலியில் உள்ள Instituto de Investigaciones Agropecuarias ஆகியவற்றிலும் இதே போன்ற நிகழ்ச்சிகள் நடத்தப்படுகின்றன.	[50,30,43]	41.0	[-2.0539813154348314, -2.9380073034821423, -2.738342940996715]	-2.576777186637896
66	"A player given a yellow card is said to have been ""booked"", the referee writing the player's name in their official notebook."	"""மஞ்சள் அட்டை வழங்கப்பட்ட வீரர்"" ""பதிவு செய்யப்பட்டவர்"" ""என்று கூறப்படுகிறார், நடுவர் அவர்களின் அதிகாரப்பூர்வ நோட்டுப் புத்தகத்தில் வீரரின் பெயரை எழுதுகிறார்."""	[90,30,63]	61.0	[0.2847011846332932, -2.9380073034821423, -1.46572245939369]	-1.3730095260808464
67	Willem-Alexander was born in Utrecht as the oldest child of Princess Beatrix and diplomat Claus van Amsberg.	வில்லியம் அலெக்சாண்டர் உட்ரெட்ச்டில் இளவரசி பீட்ரிக்ஸ் மற்றும் தூதர் கிளாஸ் வான் ஆம்ஸ்பெர்க் ஆகியோரின் மூத்த குழந்தையாக பிறந்தார்.	[96,95,99]	96.66666666666669	[0.6355035596435119, 0.6184291206010091, 0.8249944074917553]	0.6929756959120921
68	He left school shortly afterwards.	சிறிது நேரத்திலேயே பள்ளியை விட்டு வெளியேறினார்.	[98,98,99]	98.33333333333331	[0.7524376846469182, 0.7825723401740775, 0.8249944074917553]	0.7866681441042503
69	Many potassium salts are prepared by neutralization reactions involving KOH.	பல பொட்டாசியம் உப்புகள் KOH உடன் தொடர்புடைய நடுநிலையாக்கல் வினைகளால் தயாரிக்கப்படுகின்றன.	[94,95,97]	95.33333333333331	[0.5185694346401057, 0.6184291206010091, 0.6977323593314528]	0.6115769715241892
70	"While most ""base"" or ""common card"" sets are plentiful, many ""insert"" or ""chase cards"" are very rare."	"""பெரும்பாலான"" ""அடிப்படை"" ""அல்லது"" ""பொதுவான அட்டை"" ""செட்டுகள் ஏராளமாக இருந்தாலும், பல"" ""உட்செலுத்துதல்"" ""அல்லது"" ""பின்தொடர்தல் அட்டைகள்"" ""மிகவும் அரிதானவை."""	[70,10,41]	40.333333333333336	[-0.8846400654007692, -4.032295433969266, -2.865604989157018]	-2.5941801628423518
71	According to this historian, the people whom the Greeks called Scythians were known (among the Jews) as Magogites, descendants of Magog in the Hebrew Bible.	இந்த வரலாற்றாசிரியரின் கூற்றுப்படி, கிரேக்கர்கள் சித்தியர்கள் என்று அழைக்கப்பட்ட மக்கள் (யூதர்களிடையே) எபிரெய பைபிளில் மாகோக்கின் சந்ததியினர் மாகோகைட்டுகள் என்று அழைக்கப்பட்டனர்.	[85,85,83]	84.33333333333333	[-0.007634127875222391, 0.07128505535744727, -0.19310197779066482]	-0.0431503501028133
72	Aikido practitioners for instance, can have a strong philosophical belief of the flow of energy and peace fostering, as idealised by the art's founder Morihei Ueshiba.	உதாரணமாக, ஐகிடோ பயிற்சியாளர்கள், கலையின் நிறுவனர் மோரிஹே உயெஷிபாவால் சித்தாந்தப்படுத்தப்பட்ட ஆற்றல் மற்றும் அமைதியை வளர்க்கும் வலுவான தத்துவ நம்பிக்கையைக் கொண்டிருக்கலாம்.	[91,95,96]	94.0	[0.34316824713499633, 0.6184291206010091, 0.6341013352513015]	0.5318995676624357
73	Most of these early synchronous CPUs ran at low clock rates compared to modern microelectronic designs.	இந்த ஆரம்பகால ஒத்திசைவு சிபியுக்களில் பெரும்பாலானவை நவீன மைக்ரோ எலக்ட்ரானிக் வடிவமைப்புகளுடன் ஒப்பிடுகையில் குறைந்த கடிகார விகிதங்களில் இயங்கின.	[98,70,82]	83.33333333333333	[0.7524376846469182, -0.7494310425078954, -0.2567330018708161]	-0.0845754532439311
74	During his college days, he was deeply associated with the Indian National Congress and the Indian independence movement.	கல்லூரி நாட்களில், இந்திய தேசிய காங்கிரஸ் மற்றும் இந்திய சுதந்திர இயக்கத்துடன் அவர் ஆழமாக தொடர்பு கொண்டிருந்தார்.	[92,92,95]	93.0	[0.40163530963669947, 0.45428590102794053, 0.5704703111711503]	0.4754638406119301
75	A maritime boundary is one example of a political demarcation.	கடல்சார் எல்லை என்பது அரசியல் எல்லை வரையறைக்கு ஒரு உதாரணம்.	[98,95,100]	97.66666666666669	[0.7524376846469182, 0.6184291206010091, 0.8886254315719065]	0.7531640789399446
76	The hexagonal form is coloured tan, and the cubic form is coloured red-brown the same as persimmon.	அறுகோண வடிவம் பழுப்பு நிறத்திலும், கனசதுர வடிவம் சிவப்பு-பழுப்பு நிறத்திலும், பெர்சிமோன் நிறத்திலும் இருக்கும்.	[70,95,85]	83.33333333333333	[-0.8846400654007692, 0.6184291206010091, -0.06583992963036231]	-0.1106836248100408
77	The famous Hawthorne study examined changes to the working environment at the Hawthorne plant of the Western Electric Company.	புகழ்பெற்ற ஹாவ்தோர்ன் ஆய்வு மேற்கத்திய மின்சார நிறுவனத்தின் ஹாவ்தோர்ன் ஆலையின் பணிச் சூழலில் ஏற்பட்ட மாற்றங்களை ஆய்வு செய்தது.	[96,65,84]	81.66666666666667	[0.6355035596435119, -1.0230030751296761, -0.12947095371051356]	-0.1723234897322259
78	In extreme cases this event can cause the white dwarf to exceed the Chandrasekhar limit and trigger a supernova that destroys the entire star, another possible cause for runaways.	தீவிர நிகழ்வுகளில் இந்த நிகழ்வு வெள்ளைக் குள்ளனை சந்திரசேகர் வரம்பை மீறி ஒரு சூப்பர்நோவாவை தூண்டிவிடும், இது முழு நட்சத்திரத்தையும் அழிக்கும், இது ஓடிப்போவதற்கான மற்றொரு காரணமாகும்.	[50,10,33]	31.0	[-2.0539813154348314, -4.032295433969266, -3.374653181798228]	-3.1536433104007755
79	For example, the coordinates ( x 1 , x 2 , … , x n ) {\displaystyle (x_{1},x_{2},\dotsc ,x_{n})} of a vector v {\displaystyle v} in a vector space with basis { e 1 , e 2 , … , e n } {\displaystyle \lbrace e_{1},e_{2},\dotsc ,e_{n}\rbrace } , are the coefficients of the basis vectors in the expression	எடுத்துக்காட்டாக, ஒரு திசையன் v {\displaystyle v} இன் ஆள்கூறுகள் (x 1, x 2,., x n) {\displaystyle (x _ {1}, x _ {2}, \dotsc, x _ {n})} {e 1, e 2,..., e n} {\displaystyle \lbrace e _ {1}, e _ {2}, \dotsc, e _ {n} \rbrace}, என்பவை வெளிப்பாட்டில் உள்ள திசையனின் குணகங்களாகும்.	[70,95,80]	81.66666666666667	[-0.8846400654007692, 0.6184291206010091, -0.3839950500311186]	-0.2167353316102929
80	This floating roof traps the vapor from low flash-point fuels.	இந்த மிதக்கும் கூரை குறைந்த ஃப்ளாஷ்-பாயிண்ட் எரிபொருள்களிலிருந்து ஆவியை பொறிக்கிறது.	[82,80,82]	81.33333333333333	[-0.18303531538033174, -0.20228697726433362, -0.2567330018708161]	-0.2140184315051604
81	First established as a trade settlement, the castle later became one of the most important stops on the route of the Atlantic slave trade.	முதலில் ஒரு வர்த்தக குடியேற்றமாக நிறுவப்பட்ட இந்த கோட்டை, பின்னர் அட்லாண்டிக் அடிமை வர்த்தகத்தின் வழியில் மிக முக்கியமான நிறுத்தங்களில் ஒன்றாக மாறியது.	[92,95,97]	94.66666666666669	[0.40163530963669947, 0.6184291206010091, 0.6977323593314528]	0.5725989298563872
82	Coffee-curing works were located at Calicut, Mangalore and Coimbatore.	காபி பதப்படுத்தும் பணிகள் கோழிக்கோடு, மங்களூர், கோயம்புத்தூர் ஆகிய இடங்களில் நடைபெற்றன.	[91,90,93]	91.33333333333331	[0.34316824713499633, 0.34485708797922815, 0.44320826301084776]	0.3770778660416907
83	At the same time the pz-orbitals approach and together they form a pz-pz pi-bond.	அதே நேரத்தில் pz-orbitals அணுகுமுறை மற்றும் அவை ஒன்றாக சேர்ந்து pz-pz பை-பிணைப்பை உருவாக்குகின்றன.	[50,86,70]	68.66666666666667	[-2.0539813154348314, 0.12599946188180344, -1.020305290832631]	-0.9827623814618864
84	In the heating, ventilation, and air-conditioning industry (HVAC), liquids such as water are used to transfer heat from one area to another.	வெப்பமூட்டுதல், காற்றோட்டம் மற்றும் குளிரூட்டுதல் தொழிற்சாலைகளில் (HVAC), தண்ணீர் போன்ற திரவங்கள் ஒரு பகுதியிலிருந்து மற்றொரு பகுதிக்கு வெப்பத்தை அனுப்ப பயன்படுத்தப்படுகின்றன.	[98,95,95]	96.0	[0.7524376846469182, 0.6184291206010091, 0.5704703111711503]	0.6471123721396926
85	Yttrocerite is a variety of the mineral fluorite with a chemical formula CaF2+(Y,Ce)F3.	இட்ரோசெரைட்டு (Yttrocerite) என்பது CaF2 + (Y, Ce) F3 என்ற மூலக்கூற்று வாய்ப்பாட்டால் விவரிக்கப்படும் ஒரு கனிமமாகும்.	[98,95,100]	97.66666666666669	[0.7524376846469182, 0.6184291206010091, 0.8886254315719065]	0.7531640789399446
86	Thus arose web log analysis software.	இவ்வாறு வலைப்பதிவுப் பகுப்பாய்வு மென்பொருள் உருவானது.	[90,95,95]	93.33333333333331	[0.2847011846332932, 0.6184291206010091, 0.5704703111711503]	0.4912002054684842
87	"""Rakta Bonya"", his Bengali translation of Indra Partharathi's Tamil novel 'Kurudippunal', has been awarded the Sahitya Akademi translation Prize."	இந்திரா பார்த்தார்த்தியின் தமிழ் நாவலான 'குருதிப்புனல்' என்ற நாவலின் வங்காள மொழிபெயர்ப்பான ரக்தா போன்யாவுக்கு சாகித்ய அகாடமி மொழிபெயர்ப்பு பரிசு வழங்கப்பட்டுள்ளது.	[98,95,95]	96.0	[0.7524376846469182, 0.6184291206010091, 0.5704703111711503]	0.6471123721396926
88	Owing to highly favorable conditions, the storm displayed a thick convective ring, surrounding a well-defined eye feature on the same day.	மிகவும் சாதகமான சூழ்நிலைகள் காரணமாக, புயல் அதே நாளில் நன்கு வரையறுக்கப்பட்ட கண் அம்சத்தை சுற்றி ஒரு தடிமனான வெப்பச்சலன வளையத்தை வெளிப்படுத்தியது.	[70,70,71]	70.33333333333333	[-0.8846400654007692, -0.7494310425078954, -0.9566742667524799]	-0.863581791553715
89	At a substation, this medium-voltage electric current is increased in voltage with a transformer for connection to the high voltage electric power transmission system.	ஒரு துணை மின்நிலையத்தில், இந்த நடுத்தர-மின்னழுத்த மின்சாரம் உயர் மின்னழுத்த மின்சார பகிர்மான அமைப்புடன் இணைப்பதற்காக மின்மாற்றியுடன் மின்னழுத்தத்தில் அதிகரிக்கப்படுகிறது.	[86,95,94]	91.66666666666669	[0.05083293462648073, 0.6184291206010091, 0.506839287090999]	0.3920337807728296
90	There are two main types of baris dance which can be found throughout the island of Bali.	பாலி தீவு முழுவதும் பாரீஸ் நடனத்தில் இரண்டு முக்கிய வகைகள் உள்ளன.	[70,95,80]	81.66666666666667	[-0.8846400654007692, 0.6184291206010091, -0.3839950500311186]	-0.2167353316102929
91	It has been evaluated as an agent for the reversible storage of hydrogen and it is used as a reagent for the chemical synthesis of organic compounds.	ஹைட்ரஜனை மீட்டெடுக்கக்கூடிய சேமிப்புக்கான ஒரு முகவராக இது மதிப்பிடப்பட்டுள்ளது, மேலும் இது கரிமச் சேர்மங்களின் வேதியியல் தொகுப்பு வினைப்பொருளாகப் பயன்படுத்தப்படுகிறது.	[90,95,91]	92.0	[0.2847011846332932, 0.6184291206010091, 0.31594621485054525]	0.4063588400282825
92	Unfortunately, he was arrested and sentenced for life to the prison at Kalapani (Cellular Jail) on Andaman Island.	துரதிருஷ்டவசமாக, அவர் கைது செய்யப்பட்டு, அந்தமான் தீவில் உள்ள காலாபானி (செல்லுலார் சிறை) சிறையில் ஆயுள் தண்டனை விதிக்கப்பட்டார்.	[96,95,94]	95.0	[0.6355035596435119, 0.6184291206010091, 0.506839287090999]	0.58692398911184
93	His father Saluva Gunda was the governor of Chandragiri.	இவரது தந்தை சாளுவ குண்டா சந்திரகிரியின் ஆளுநராக இருந்தார்.	[98,95,96]	96.33333333333331	[0.7524376846469182, 0.6184291206010091, 0.6341013352513015]	0.668322713499743
94	Aside from the main Indore Junction, the city of Indore has eight other railway stations: Indore is connected to other parts of India through National and State highways.	முக்கிய இந்தூர் சந்திப்பைத் தவிர, இந்தூர் நகரில் எட்டு ரயில் நிலையங்கள் உள்ளனஃ இந்தூர் தேசிய மற்றும் மாநில நெடுஞ்சாலைகள் மூலம் இந்தியாவின் பிற பகுதிகளுடன் இணைக்கப்பட்டுள்ளது.	[98,98,95]	97.0	[0.7524376846469182, 0.7825723401740775, 0.5704703111711503]	0.7018267786640487
95	Blanc fixe is the form of barium encountered in consumer products, such as paints.	பிளாங்க் ஃபிக்சிங் என்பது பெயிண்ட்ஸ் போன்ற நுகர்வோர் பொருட்களில் காணப்படும் பேரியத்தின் வடிவமாகும்.	[92,90,94]	92.0	[0.40163530963669947, 0.34485708797922815, 0.506839287090999]	0.4177772282356422
96	"Travancore as a whole, thus became the property of Sri Padmanabhaswamy, the deity of the Travancore royal family or in other words ""God's Own Country."""	திருவிதாங்கூர் ஒட்டுமொத்தமாக, திருவிதாங்கூர் அரச குடும்பத்தின் தெய்வமான ஸ்ரீ பத்மநாபசாமியின் சொத்தாக மாறியது.	[40,70,57]	55.66666666666666	[-2.638651940451863, -0.7494310425078954, -1.8475086038745976]	-1.7451971956114518
97	6 − 4 = ... We write the difference under the line.	6 aclexes 4 =... நாம் வித்தியாசத்தை வரிசையின் கீழ் எழுதுகிறோம்.	[50,10,32]	30.666666666666668	[-2.0539813154348314, -4.032295433969266, -3.438284205878379]	-3.174853651760825
